t,Re_avg_C_LR,Im_avg_C_LR,Re_avg_C_LT,Im_avg_C_LT,Re_avg_C_LL,Im_avg_C_LL
1.0300000000000000e+02,0.0000000000000000e+00,-1.9784411801145792e-78,0.0000000000000000e+00,-9.1680044148726641e-79,0.0000000000000000e+00,7.6841670687731206e-02
1.0400000000000000e+02,0.0000000000000000e+00,-1.4305064534720586e-77,0.0000000000000000e+00,-6.5727128342739876e-78,0.0000000000000000e+00,7.2210319293414468e-02
1.0500000000000000e+02,0.0000000000000000e+00,-1.0028803321802574e-76,0.0000000000000000e+00,-4.5692742503785609e-77,0.0000000000000000e+00,6.1706102968266639e-02
1.0600000000000000e+02,0.0000000000000000e+00,-6.8191816056814581e-76,0.0000000000000000e+00,-3.0811247521467610e-76,0.0000000000000000e+00,5.0509794965442653e-02
1.0700000000000000e+02,0.0000000000000000e+00,-4.4984300378535522e-75,0.0000000000000000e+00,-2.0157966641677342e-75,0.0000000000000000e+00,4.6915922873929747e-02
1.0800000000000000e+02,0.0000000000000000e+00,-2.8796999054023386e-74,0.0000000000000000e+00,-1.2798647228934776e-74,0.0000000000000000e+00,5.3927950872617585e-02
1.0900000000000000e+02,0.0000000000000000e+00,-1.7893403750650447e-73,0.0000000000000000e+00,-7.8877631117990035e-74,0.0000000000000000e+00,6.3808240946139197e-02
1.1000000000000000e+02,0.0000000000000000e+00,-1.0794179221621707e-72,0.0000000000000000e+00,-4.7194985912653509e-73,0.0000000000000000e+00,6.3590173901751340e-02
1.1100000000000000e+02,0.0000000000000000e+00,-6.3229206383110603e-72,0.0000000000000000e+00,-2.7419283118912167e-72,0.0000000000000000e+00,4.8099679245310896e-02
1.1200000000000000e+02,0.0000000000000000e+00,-3.5970477883235612e-71,0.0000000000000000e+00,-1.5469833120215294e-71,0.0000000000000000e+00,2.7527169034316901e-02
1.1300000000000000e+02,0.0000000000000000e+00,-1.9876120735830314e-70,0.0000000000000000e+00,-8.4765485288591785e-71,0.0000000000000000e+00,2.0367393866042333e-02
1.1400000000000000e+02,0.0000000000000000e+00,-1.0668841095418170e-69,0.0000000000000000e+00,-4.5109976349068775e-70,0.0000000000000000e+00,3.6872279264931321e-02
1.1500000000000000e+02,0.0000000000000000e+00,-5.5632918428371659e-69,0.0000000000000000e+00,-2.3315340584413234e-69,0.0000000000000000e+00,6.8716703575664215e-02
1.1600000000000000e+02,0.0000000000000000e+00,-2.8183066988531968e-68,0.0000000000000000e+00,-1.1703029505829955e-68,0.0000000000000000e+00,9.5882911157633297e-02
1.1700000000000000e+02,0.0000000000000000e+00,-1.3870163612427920e-67,0.0000000000000000e+00,-5.7040902057805141e-68,0.0000000000000000e+00,1.0511161387453420e-01
1.1800000000000000e+02,0.0000000000000000e+00,-6.6311214772302877e-67,0.0000000000000000e+00,-2.6990918961132376e-67,0.0000000000000000e+00,1.0178518661250095e-01
1.1900000000000000e+02,0.0000000000000000e+00,-3.0793343634736540e-66,0.0000000000000000e+00,-1.2395521985634265e-66,0.0000000000000000e+00,1.0264658455982197e-01
1.2000000000000000e+02,0.0000000000000000e+00,-1.3887283420869951e-65,0.0000000000000000e+00,-5.5227186891458646e-66,0.0000000000000000e+00,1.1653199960615405e-01
1.2100000000000000e+02,0.0000000000000000e+00,-6.0808416170413329e-65,0.0000000000000000e+00,-2.3858762756608697e-65,0.0000000000000000e+00,1.3397370208839360e-01
1.2200000000000000e+02,0.0000000000000000e+00,-2.5843708138576606e-64,0.0000000000000000e+00,-9.9871288018959367e-65,0.0000000000000000e+00,1.3776730844575202e-01
1.2300000000000000e+02,0.0000000000000000e+00,-1.0656274049489226e-63,0.0000000000000000e+00,-4.0469176663000251e-64,0.0000000000000000e+00,1.2315537254706783e-01
1.2400000000000000e+02,0.0000000000000000e+00,-4.2606498276552850e-63,0.0000000000000000e+00,-1.5854849932742708e-63,0.0000000000000000e+00,1.0444478278416183e-01
1.2500000000000000e+02,0.0000000000000000e+00,-1.6506648939563381e-62,0.0000000000000000e+00,-5.9956743679428814e-63,0.0000000000000000e+00,9.9772293630825598e-02
1.2600000000000000e+02,0.0000000000000000e+00,-6.1909987036956863e-62,0.0000000000000000e+00,-2.1836412657241387e-62,0.0000000000000000e+00,1.1124801871212077e-01
1.2700000000000000e+02,0.0000000000000000e+00,-2.2452987015408620e-61,0.0000000000000000e+00,-7.6355898885087742e-62,0.0000000000000000e+00,1.2349370520128126e-01
1.2800000000000000e+02,0.0000000000000000e+00,-7.8621254263019332e-61,0.0000000000000000e+00,-2.5520005202469501e-61,0.0000000000000000e+00,1.2188834697637906e-01
1.2900000000000000e+02,0.0000000000000000e+00,-2.6527012863061138e-60,0.0000000000000000e+00,-8.0977991082038028e-61,0.0000000000000000e+00,1.0848971924903360e-01
1.3000000000000000e+02,0.0000000000000000e+00,-8.6009500380028989e-60,0.0000000000000000e+00,-2.4131147564080380e-60,0.0000000000000000e+00,9.7062712631712955e-02
1.3100000000000000e+02,0.0000000000000000e+00,-2.6698438019802724e-59,0.0000000000000000e+00,-6.6240123122532212e-60,0.0000000000000000e+00,9.4457214664796646e-02
1.3200000000000000e+02,0.0000000000000000e+00,-7.8914026382768620e-59,0.0000000000000000e+00,-1.6093395443866291e-59,0.0000000000000000e+00,9.1774339803197977e-02
1.3300000000000000e+02,0.0000000000000000e+00,-2.2027376234932775e-58,0.0000000000000000e+00,-3.1051196303688744e-59,0.0000000000000000e+00,7.5912504771935771e-02
1.3400000000000000e+02,0.0000000000000000e+00,-5.7279645517725662e-58,0.0000000000000000e+00,-2.5805755199205384e-59,0.0000000000000000e+00,4.7018969138514548e-02
1.3500000000000000e+02,0.0000000000000000e+00,-1.3531847609521886e-57,0.0000000000000000e+00,1.5805768432670731e-58,0.0000000000000000e+00,2.0921354737196945e-02
1.3600000000000000e+02,0.0000000000000000e+00,-2.7467203095148692e-57,0.0000000000000000e+00,1.2196778721298834e-57,0.0000000000000000e+00,1.4141044053999142e-02
1.3700000000000000e+02,0.0000000000000000e+00,-4.0094942211224404e-57,0.0000000000000000e+00,5.7854115029533752e-57,0.0000000000000000e+00,2.8695774897609116e-02
1.3800000000000000e+02,0.0000000000000000e+00,2.9514055286697675e-58,0.0000000000000000e+00,2.2677886261317835e-56,0.0000000000000000e+00,5.1992542156688380e-02
1.3900000000000000e+02,0.0000000000000000e+00,3.3051671537119041e-56,0.0000000000000000e+00,7.8830271947391299e-56,0.0000000000000000e+00,6.8993775116603540e-02
1.4000000000000000e+02,0.0000000000000000e+00,1.7193958247470506e-55,0.0000000000000000e+00,2.4892433262207818e-55,0.0000000000000000e+00,7.2449008983123384e-02
1.4100000000000000e+02,0.0000000000000000e+00,6.4488649132586429e-55,0.0000000000000000e+00,7.1789166185677216e-55,0.0000000000000000e+00,6.3258500591841710e-02
1.4200000000000000e+02,0.0000000000000000e+00,2.0371087347922476e-54,0.0000000000000000e+00,1.8748713535326374e-54,0.0000000000000000e+00,4.5608103492295868e-02
1.4300000000000000e+02,0.0000000000000000e+00,5.6313662262070513e-54,0.0000000000000000e+00,4.3070579440839908e-54,0.0000000000000000e+00,2.4676379831718848e-02
1.4400000000000000e+02,0.0000000000000000e+00,1.3598643382499113e-53,0.0000000000000000e+00,8.0008814193756788e-54,0.0000000000000000e+00,7.6568952224325224e-03
1.4500000000000000e+02,0.0000000000000000e+00,2.7478921555033202e-53,0.0000000000000000e+00,8.1199053360660950e-54,0.0000000000000000e+00,2.9998420122972582e-03
1.4600000000000000e+02,0.0000000000000000e+00,3.9276073952050489e-53,0.0000000000000000e+00,-2.1078061766577712e-53,0.0000000000000000e+00,1.5411514753005213e-02
1.4700000000000000e+02,0.0000000000000000e+00,-1.6424023388148644e-54,0.0000000000000000e+00,-1.7804017925197879e-52,0.0000000000000000e+00,4.0722375968990400e-02
1.4800000000000000e+02,0.0000000000000000e+00,-2.8820783384169743e-52,0.0000000000000000e+00,-7.8135456542928913e-52,0.0000000000000000e+00,6.6661498424667592e-02
1.4900000000000000e+02,0.0000000000000000e+00,-1.4117718756355756e-51,0.0000000000000000e+00,-2.7441765345870377e-51,0.0000000000000000e+00,8.0536909539801957e-02
1.5000000000000000e+02,0.0000000000000000e+00,-4.9222541841533450e-51,0.0000000000000000e+00,-8.4109810404671930e-51,0.0000000000000000e+00,7.8061008776710961e-02
1.5100000000000000e+02,0.0000000000000000e+00,-1.4308492764716239e-50,0.0000000000000000e+00,-2.3117870313159996e-50,0.0000000000000000e+00,6.5780310487802987e-02
1.5200000000000000e+02,0.0000000000000000e+00,-3.6026000183843723e-50,0.0000000000000000e+00,-5.7177859050879060e-50,0.0000000000000000e+00,5.4871628815170846e-02
1.5300000000000000e+02,0.0000000000000000e+00,-7.8224830369585517e-50,0.0000000000000000e+00,-1.2515966102216235e-49,0.0000000000000000e+00,5.2030045472097164e-02
1.5400000000000000e+02,0.0000000000000000e+00,-1.3906228381287571e-49,0.0000000000000000e+00,-2.2951096200162028e-49,0.0000000000000000e+00,5.6040192320190252e-02
1.5500000000000000e+02,0.0000000000000000e+00,-1.6292988820000893e-49,0.0000000000000000e+00,-2.8728296776676891e-49,0.0000000000000000e+00,6.2627283071041887e-02
1.5600000000000000e+02,0.0000000000000000e+00,8.2295424892179729e-50,0.0000000000000000e+00,1.1261535980154896e-49,0.0000000000000000e+00,7.1010719761816943e-02
1.5700000000000000e+02,0.0000000000000000e+00,1.2846986405176033e-48,0.0000000000000000e+00,2.3932408767313189e-48,0.0000000000000000e+00,8.3842392257581708e-02
1.5800000000000000e+02,0.0000000000000000e+00,5.0919632354662009e-48,0.0000000000000000e+00,1.0695254718401951e-47,0.0000000000000000e+00,1.0087202473232480e-01
1.5900000000000000e+02,0.0000000000000000e+00,1.4695579950462119e-47,0.0000000000000000e+00,3.5680206302107639e-47,0.0000000000000000e+00,1.1547949840961609e-01
1.6000000000000000e+02,0.0000000000000000e+00,3.4537675965291583e-47,0.0000000000000000e+00,1.0203234247066697e-46,0.0000000000000000e+00,1.2020905038542927e-01
1.6100000000000000e+02,0.0000000000000000e+00,6.5985413531580426e-47,0.0000000000000000e+00,2.6102219883876761e-46,0.0000000000000000e+00,1.1533764196386315e-01
