t,Re_avg_C_LR,Im_avg_C_LR,Re_avg_C_LT,Im_avg_C_LT,Re_avg_C_LL,Im_avg_C_LL
0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00
1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.7002751580173279e-01
2.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.8516470211459627e-01
3.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-5.3885424707788135e-02
4.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-5.0624619901590215e-02
5.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4107236350325547e-01
6.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4668702637609502e-01
7.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.7259927055783386e-01
8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.4451970428494310e-02
9.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.4898156160937695e-04
1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9067747057986010e-02
1.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9054215380170105e-02
1.2000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.4856968848961889e-02
1.3000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-9.1979879639358234e-02
1.4000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-7.0683607630113832e-02
1.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9690812725174334e-03
1.6000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.3679034627985279e-02
1.7000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.2164069045769617e-02
1.8000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.6797982326780178e-02
1.9000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.4616048825059830e-02
2.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1158747982087856e-01
2.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4547727900589083e-01
2.2000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4494107061678968e-01
2.3000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0334391350580648e-01
2.4000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.6309929363772031e-02
2.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.8330924825053533e-02
2.6000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-6.2623279036611731e-02
2.7000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-5.6923758692437681e-02
2.8000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.0238512600806993e-02
2.9000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.1729564536632455e-02
3.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-7.4536112463443804e-03
3.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.7729748335557029e-03
3.2000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0715115876873036e-02
3.3000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0692291453709528e-02
3.4000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.0219365749549724e-02
3.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.6969431574987623e-02
3.6000000000000000e+01,0.0000000000000000e+00,-1.3791395559597517e-188,0.0000000000000000e+00,-1.3001386965943381e-188,0.0000000000000000e+00,4.9404905969770652e-02
3.7000000000000000e+01,0.0000000000000000e+00,-1.2562247902221770e-184,0.0000000000000000e+00,-1.1401553366247514e-184,0.0000000000000000e+00,7.0529862073505270e-02
3.8000000000000000e+01,0.0000000000000000e+00,-3.0532559383861370e-181,0.0000000000000000e+00,-2.7038255207486938e-181,0.0000000000000000e+00,1.1574593684647690e-01
3.9000000000000000e+01,0.0000000000000000e+00,-3.8730455288036842e-178,0.0000000000000000e+00,-3.3691635119153125e-178,0.0000000000000000e+00,1.4131644819509290e-01
4.0000000000000000e+01,0.0000000000000000e+00,-3.2112830286573964e-175,0.0000000000000000e+00,-2.7524547941293612e-175,0.0000000000000000e+00,1.2980297710961999e-01
4.1000000000000000e+01,0.0000000000000000e+00,-1.9333010273185987e-172,0.0000000000000000e+00,-1.6383890390046480e-172,0.0000000000000000e+00,1.0978945169688809e-01
4.2000000000000000e+01,0.0000000000000000e+00,-9.0373869897046356e-170,0.0000000000000000e+00,-7.5743490031026359e-170,0.0000000000000000e+00,1.1578586881088641e-01
4.3000000000000000e+01,0.0000000000000000e+00,-3.6306942796658530e-167,0.0000000000000000e+00,-3.0094564797525468e-167,0.0000000000000000e+00,1.4309831972650702e-01
4.4000000000000000e+01,0.0000000000000000e+00,-1.1974591941111778e-164,0.0000000000000000e+00,-9.8252709958715579e-165,0.0000000000000000e+00,1.5553699085047032e-01
4.5000000000000000e+01,0.0000000000000000e+00,-3.3240788047835333e-162,0.0000000000000000e+00,-2.7014173035883172e-162,0.0000000000000000e+00,1.3150644470950767e-01
4.6000000000000000e+01,0.0000000000000000e+00,-7.9049390462938152e-160,0.0000000000000000e+00,-6.3655260446253171e-160,0.0000000000000000e+00,8.6860925224832228e-02
4.7000000000000000e+01,0.0000000000000000e+00,-1.6321637550561762e-157,0.0000000000000000e+00,-1.3025697659852015e-157,0.0000000000000000e+00,5.0061624495595973e-02
4.8000000000000000e+01,0.0000000000000000e+00,-2.9559591644642689e-155,0.0000000000000000e+00,-2.3383488638458262e-155,0.0000000000000000e+00,2.8894233383286005e-02
4.9000000000000000e+01,0.0000000000000000e+00,-4.7358245015350546e-153,0.0000000000000000e+00,-3.7138427951123984e-153,0.0000000000000000e+00,1.1800746187455602e-02
5.0000000000000000e+01,0.0000000000000000e+00,-6.7820527859081161e-151,0.0000000000000000e+00,-5.2717940076586185e-151,0.0000000000000000e+00,-6.0586799004117425e-03
5.1000000000000000e+01,0.0000000000000000e+00,-8.7004313795222201e-149,0.0000000000000000e+00,-6.7035316473639670e-149,0.0000000000000000e+00,-1.3225618832873544e-02
5.2000000000000000e+01,0.0000000000000000e+00,-1.0050900626568533e-146,0.0000000000000000e+00,-7.6756660113867012e-147,0.0000000000000000e+00,-6.1855371428452615e-04
5.3000000000000000e+01,0.0000000000000000e+00,-1.0503482402192358e-144,0.0000000000000000e+00,-7.9499825704993854e-145,0.0000000000000000e+00,2.1721448770266768e-02
5.4000000000000000e+01,0.0000000000000000e+00,-9.9699146803475133e-143,0.0000000000000000e+00,-7.4784558736064940e-143,0.0000000000000000e+00,3.5037682654473025e-02
5.5000000000000000e+01,0.0000000000000000e+00,-8.6271879937291876e-141,0.0000000000000000e+00,-6.4127146014415553e-141,0.0000000000000000e+00,3.4654439014631409e-02
5.6000000000000000e+01,0.0000000000000000e+00,-6.8285937722389421e-139,0.0000000000000000e+00,-5.0294010586676746e-139,0.0000000000000000e+00,3.4025063705403653e-02
5.7000000000000000e+01,0.0000000000000000e+00,-4.9599688401391572e-137,0.0000000000000000e+00,-3.6193669583591550e-137,0.0000000000000000e+00,4.6065523967128853e-02
5.8000000000000000e+01,0.0000000000000000e+00,-3.3152310351811933e-135,0.0000000000000000e+00,-2.3966008014997101e-135,0.0000000000000000e+00,6.7399711450452454e-02
5.9000000000000000e+01,0.0000000000000000e+00,-2.0446527028171670e-133,0.0000000000000000e+00,-1.4641633963690721e-133,0.0000000000000000e+00,8.4042893847755665e-02
6.0000000000000000e+01,0.0000000000000000e+00,-1.1665671417579662e-131,0.0000000000000000e+00,-8.2742483065980949e-132,0.0000000000000000e+00,8.7866617150347437e-02
6.1000000000000000e+01,0.0000000000000000e+00,-6.1721425049432123e-130,0.0000000000000000e+00,-4.3357612697619362e-130,0.0000000000000000e+00,8.2657871076261075e-02
6.2000000000000000e+01,0.0000000000000000e+00,-3.0352440457496819e-128,0.0000000000000000e+00,-2.1115296627791192e-128,0.0000000000000000e+00,7.5985333887581719e-02
6.3000000000000000e+01,0.0000000000000000e+00,-1.3903601039829166e-126,0.0000000000000000e+00,-9.5778932375626178e-127,0.0000000000000000e+00,7.0429882293496532e-02
6.4000000000000000e+01,0.0000000000000000e+00,-5.9447746214549816e-125,0.0000000000000000e+00,-4.0549368423118784e-125,0.0000000000000000e+00,6.3852911648191193e-02
6.5000000000000000e+01,0.0000000000000000e+00,-2.3772255785509045e-123,0.0000000000000000e+00,-1.6054394454098302e-123,0.0000000000000000e+00,5.4402648985793986e-02
6.6000000000000000e+01,0.0000000000000000e+00,-8.9072894632793214e-122,0.0000000000000000e+00,-5.9554529858487966e-122,0.0000000000000000e+00,4.2460338380741085e-02
6.7000000000000000e+01,0.0000000000000000e+00,-3.1328248280838390e-120,0.0000000000000000e+00,-2.0735954384325671e-120,0.0000000000000000e+00,2.9268915079745588e-02
6.8000000000000000e+01,0.0000000000000000e+00,-1.0360519626556175e-118,0.0000000000000000e+00,-6.7883355614971351e-119,0.0000000000000000e+00,1.6447307808078113e-02
6.9000000000000000e+01,0.0000000000000000e+00,-3.2269167608920597e-117,0.0000000000000000e+00,-2.0928629718818113e-117,0.0000000000000000e+00,6.9774647264539968e-03
7.0000000000000000e+01,0.0000000000000000e+00,-9.4804529430374239e-116,0.0000000000000000e+00,-6.0860163593025032e-116,0.0000000000000000e+00,4.8412250299822400e-03
7.1000000000000000e+01,0.0000000000000000e+00,-2.6311764632501674e-114,0.0000000000000000e+00,-1.6718106364697981e-114,0.0000000000000000e+00,1.2670269289929837e-02
7.2000000000000000e+01,0.0000000000000000e+00,-6.9082278751389756e-113,0.0000000000000000e+00,-4.3443153884094369e-113,0.0000000000000000e+00,2.9754771923096307e-02
7.3000000000000000e+01,0.0000000000000000e+00,-1.7181801735484341e-111,0.0000000000000000e+00,-1.0693698695838265e-111,0.0000000000000000e+00,5.1915012259612363e-02
7.4000000000000000e+01,0.0000000000000000e+00,-4.0534090845788931e-110,0.0000000000000000e+00,-2.4967421677932777e-110,0.0000000000000000e+00,7.2917859103622015e-02
7.5000000000000000e+01,0.0000000000000000e+00,-9.0815968844290818e-109,0.0000000000000000e+00,-5.5360693244615696e-109,0.0000000000000000e+00,8.7425876827947016e-02
7.6000000000000000e+01,0.0000000000000000e+00,-1.9346913599155642e-107,0.0000000000000000e+00,-1.1671633469634202e-107,0.0000000000000000e+00,9.5024944137512557e-02
7.7000000000000000e+01,0.0000000000000000e+00,-3.9234208916617469e-106,0.0000000000000000e+00,-2.3424090179266971e-106,0.0000000000000000e+00,1.0171008978027705e-01
7.8000000000000000e+01,0.0000000000000000e+00,-7.5822371743599070e-105,0.0000000000000000e+00,-4.4799479583926316e-105,0.0000000000000000e+00,1.1482550406521570e-01
7.9000000000000000e+01,0.0000000000000000e+00,-1.3978644769064625e-103,0.0000000000000000e+00,-8.1737438081259187e-104,0.0000000000000000e+00,1.3439826981082376e-01
8.0000000000000000e+01,0.0000000000000000e+00,-2.4609646688869189e-102,0.0000000000000000e+00,-1.4241212486093295e-102,0.0000000000000000e+00,1.5069390584053610e-01
8.1000000000000000e+01,0.0000000000000000e+00,-4.1413116351526356e-101,0.0000000000000000e+00,-2.3717731582866602e-101,0.0000000000000000e+00,1.5304763318461220e-01
8.2000000000000000e+01,0.0000000000000000e+00,-6.6675355647032424e-100,0.0000000000000000e+00,-3.7792444600087923e-100,0.0000000000000000e+00,1.4138142501516776e-01
8.3000000000000000e+01,0.0000000000000000e+00,-1.0279550894277485e-98,0.0000000000000000e+00,-5.7667576389407763e-99,0.0000000000000000e+00,1.2670069934744096e-01
8.4000000000000000e+01,0.0000000000000000e+00,-1.5189213930011180e-97,0.0000000000000000e+00,-8.4338724614421462e-98,0.0000000000000000e+00,1.1910477403720122e-01
8.5000000000000000e+01,0.0000000000000000e+00,-2.1528063420232758e-96,0.0000000000000000e+00,-1.1831774022707106e-96,0.0000000000000000e+00,1.1716073224422754e-01
8.6000000000000000e+01,0.0000000000000000e+00,-2.9290383770502421e-95,0.0000000000000000e+00,-1.5934735600690921e-95,0.0000000000000000e+00,1.1097112948289964e-01
8.7000000000000000e+01,0.0000000000000000e+00,-3.8284577832887174e-94,0.0000000000000000e+00,-2.0617831404021446e-94,0.0000000000000000e+00,9.4495122182866112e-02
8.8000000000000000e+01,0.0000000000000000e+00,-4.8107912367190095e-93,0.0000000000000000e+00,-2.5648503937661172e-93,0.0000000000000000e+00,7.2198696562695994e-02
8.9000000000000000e+01,0.0000000000000000e+00,-5.8157472237631598e-92,0.0000000000000000e+00,-3.0697792401772236e-92,0.0000000000000000e+00,5.3541409106595508e-02
9.0000000000000000e+01,0.0000000000000000e+00,-6.7683254671323439e-91,0.0000000000000000e+00,-3.5372942062736986e-91,0.0000000000000000e+00,4.3739233492603675e-02
9.1000000000000000e+01,0.0000000000000000e+00,-7.5879111329701262e-90,0.0000000000000000e+00,-3.9267675503062221e-90,0.0000000000000000e+00,4.1450069121966582e-02
9.2000000000000000e+01,0.0000000000000000e+00,-8.1996582649554658e-89,0.0000000000000000e+00,-4.2021229086024158e-89,0.0000000000000000e+00,4.3196638210582894e-02
9.3000000000000000e+01,0.0000000000000000e+00,-8.5459039428277737e-88,0.0000000000000000e+00,-4.3374082064945687e-88,0.0000000000000000e+00,4.6795947148346298e-02
9.4000000000000000e+01,0.0000000000000000e+00,-8.5951714310881156e-87,0.0000000000000000e+00,-4.3208325841939277e-87,0.0000000000000000e+00,5.0552530483399569e-02
9.5000000000000000e+01,0.0000000000000000e+00,-8.3468099302339922e-86,0.0000000000000000e+00,-4.1563988800305025e-86,0.0000000000000000e+00,5.2288772952189949e-02
9.6000000000000000e+01,0.0000000000000000e+00,-7.8303467783838850e-85,0.0000000000000000e+00,-3.8628366040330582e-85,0.0000000000000000e+00,5.1274781781206528e-02
9.7000000000000000e+01,0.0000000000000000e+00,-7.0998818624380521e-84,0.0000000000000000e+00,-3.4701748129050745e-84,0.0000000000000000e+00,4.9972693042671254e-02
9.8000000000000000e+01,0.0000000000000000e+00,-6.2249574736230092e-83,0.0000000000000000e+00,-3.0148022614306095e-83,0.0000000000000000e+00,5.1905024368323373e-02
9.9000000000000000e+01,0.0000000000000000e+00,-5.2799860315830979e-82,0.0000000000000000e+00,-2.5341100434326656e-82,0.0000000000000000e+00,5.7845162940750157e-02
1.0000000000000000e+02,0.0000000000000000e+00,-4.3343790376084500e-81,0.0000000000000000e+00,-2.0617602524370569e-81,0.0000000000000000e+00,6.5338530153765784e-02
1.0100000000000000e+02,0.0000000000000000e+00,-3.4450543517292345e-80,0.0000000000000000e+00,-1.6243291464578796e-80,0.0000000000000000e+00,7.1730988409176175e-02
1.0200000000000000e+02,0.0000000000000000e+00,-2.6522136135264591e-79,0.0000000000000000e+00,-1.2396538405563891e-79,0.0000000000000000e+00,7.5938682555752743e-02
