t,avg_absC2_LR,avg_absC2_LT,avg_absC2_LL
1.8900000000000000e+02,6.0032007582290372e-26,2.2839068743446559e-116,1.3251427428928665e-02
1.9000000000000000e+02,2.7624117260199372e-25,6.1841479184296841e-116,1.5027211885078693e-02
1.9100000000000000e+02,1.2396614708549697e-24,2.4459912398700029e-115,1.4196815506574447e-02
1.9200000000000000e+02,5.4260149806164555e-24,1.7946804156036698e-114,1.3981553286253098e-02
1.9300000000000000e+02,2.3167355064150602e-23,7.4955801123505173e-114,1.5521951115319715e-02
1.9400000000000000e+02,9.6503791621898040e-23,1.6808611550519626e-113,1.3870796658822704e-02
1.9500000000000000e+02,3.9222949481818902e-22,8.0428782249476639e-113,1.3679890550357447e-02
1.9600000000000000e+02,1.5556801740699651e-21,5.9309498044990850e-112,1.5575104772333408e-02
1.9700000000000000e+02,6.0220134652660178e-21,2.0558603937785096e-111,1.3927792707154029e-02
1.9800000000000000e+02,2.2754255732020952e-20,3.9245269248147816e-111,1.3528646223442643e-02
1.9900000000000000e+02,8.3934864394010276e-20,2.5034086817527534e-110,1.4846007700135069e-02
2.0000000000000000e+02,3.0230243146538374e-19,1.6835621515311259e-109,1.3129626309807777e-02
2.0100000000000000e+02,1.0632183329516094e-18,4.6696871730388228e-109,1.2906485129105048e-02
2.0200000000000000e+02,3.6521489991227512e-18,8.5576357831475232e-109,1.3743437962260694e-02
2.0300000000000000e+02,1.2254202874192944e-17,7.1541494795269686e-108,1.1903692647616664e-02
2.0400000000000000e+02,4.0169768195808025e-17,4.0310076888422056e-107,1.2062182492783647e-02
2.0500000000000000e+02,1.2866496389155492e-16,8.8378119339633250e-107,1.2822288795057004e-02
2.0600000000000000e+02,4.0275322376256798e-16,1.9363407776317014e-106,1.1094794696618766e-02
2.0700000000000000e+02,1.2322777002667661e-15,1.7925617214286359e-105,1.1246911165392601e-02
2.0800000000000000e+02,3.6859056340606465e-15,8.0615095514834160e-105,1.1333789629871008e-02
2.0900000000000000e+02,1.0780111909595872e-14,1.4452762997947551e-104,9.9171310651400228e-03
2.1000000000000000e+02,3.0833676080334168e-14,4.5809779990233296e-104,1.0639439349468096e-02
2.1100000000000000e+02,8.6264482719763106e-14,3.8076565191590415e-103,1.0820909665997643e-02
2.1200000000000000e+02,2.3611698826551848e-13,1.3483164370201185e-102,1.0114981596166339e-02
2.1300000000000000e+02,6.3240719311259163e-13,2.2145491191625882e-102,1.1175665746542707e-02
2.1400000000000000e+02,1.6577861850318469e-12,1.0257978739205002e-101,1.1859401955600717e-02
2.1500000000000000e+02,4.2541419518601117e-12,6.7531567099218934e-101,1.1691086822180409e-02
2.1600000000000000e+02,1.0689032838687321e-11,1.9150462133181416e-100,1.1828744940580130e-02
2.1700000000000000e+02,2.6302708383241568e-11,3.4905259875754409e-100,1.2025858049602480e-02
2.1800000000000000e+02,6.3400399101088166e-11,1.9916891868831732e-99,1.1708756642360740e-02
2.1900000000000000e+02,1.4972962302460806e-10,9.9867891094613080e-99,1.1148354791528035e-02
2.2000000000000000e+02,3.4653177156561862e-10,2.3890560066467725e-98,1.1315321141303555e-02
2.2100000000000000e+02,7.8612866812761974e-10,5.7212106733188581e-98,1.0878899806798488e-02
2.2200000000000000e+02,1.7484573993767827e-09,3.2356567125855305e-97,1.0146493726891043e-02
2.2300000000000000e+02,3.8134889241318953e-09,1.2414580057952105e-96,1.0826968181453313e-02
2.2400000000000000e+02,8.1581237478605237e-09,2.7573753495613174e-96,1.0704280832874695e-02
2.2500000000000000e+02,1.7121885859851089e-08,9.0143844695405316e-96,1.0273410695898320e-02
2.2600000000000000e+02,3.5261270323129259e-08,4.3799404599707703e-95,1.1651836146885673e-02
2.2700000000000000e+02,7.1271991268666766e-08,1.3182161386999529e-94,1.1740889880347700e-02
2.2800000000000000e+02,1.4141697739135204e-07,3.0976829241483442e-94,1.1272542552623990e-02
2.2900000000000000e+02,2.7550550590418063e-07,1.2675620603244674e-93,1.2975596907822459e-02
2.3000000000000000e+02,5.2709183344680768e-07,4.9853243213691479e-93,1.2967933255731777e-02
2.3100000000000000e+02,9.9048350243518389e-07,1.2249284695767047e-92,1.2268447244519327e-02
2.3200000000000000e+02,1.8284663577822497e-06,3.4384345054924693e-92,1.3423378012127302e-02
2.3300000000000000e+02,3.3164624536392426e-06,1.5407690593877826e-91,1.2149113900314092e-02
2.3400000000000000e+02,5.9112138013954515e-06,4.8414854106985255e-91,1.1262299549965831e-02
2.3500000000000000e+02,1.0355044500322504e-05,1.0282804028105702e-90,1.2862668366351627e-02
2.3600000000000000e+02,1.7830194731940575e-05,3.6691394673496607e-90,1.1822826584711872e-02
2.3700000000000000e+02,3.0181349126251348e-05,1.6134357672788615e-89,1.1772747830286225e-02
2.3800000000000000e+02,5.0227725077974169e-05,4.0821917401017927e-89,1.4196041905516422e-02
2.3900000000000000e+02,8.2187998707109326e-05,8.0666274637791798e-89,1.3780338809007222e-02
2.4000000000000000e+02,1.3224054322599161e-04,3.6214137335660335e-88,1.3701192689816398e-02
2.4100000000000000e+02,2.0923610231663955e-04,1.4688103017856101e-87,1.4941369203630234e-02
2.4200000000000000e+02,3.2556792749779208e-04,3.0465659435230538e-87,1.3427524263588031e-02
2.4300000000000000e+02,4.9818326921586013e-04,6.0599737863685268e-87,1.2777323925565636e-02
2.4400000000000000e+02,7.4968795608256627e-04,3.2247997127709216e-86,1.3637433464681853e-02
2.4500000000000000e+02,1.1094516560850062e-03,1.1782558302036818e-85,1.1999165485909305e-02
2.4600000000000000e+02,1.6145661864425424e-03,2.0534906995102341e-85,1.0989191228632060e-02
2.4700000000000000e+02,2.3104466662818290e-03,4.3842737836447580e-85,1.1208176615960021e-02
2.4800000000000000e+02,3.2508028756024800e-03,2.5687350919021128e-84,9.7903231922231403e-03
2.4900000000000000e+02,4.4966576895992824e-03,8.4474966820799577e-84,9.1008398371409966e-03
2.5000000000000000e+02,6.1140668763346841e-03,1.2745380054870123e-83,9.1783711739678066e-03
2.5100000000000000e+02,8.1702188617696174e-03,3.0230134287891943e-83,8.2539440433344134e-03
2.5200000000000000e+02,1.0727683745781431e-02,1.8330339034977783e-82,7.9029611748514753e-03
2.5300000000000000e+02,1.3836753863975045e-02,5.4831753054537108e-82,8.9010074840640916e-03
2.5400000000000000e+02,1.7526080774627747e-02,7.4027217597307637e-82,9.6250974631930351e-03
2.5500000000000000e+02,2.1792158394520970e-02,1.9565805337318891e-81,9.5413955318356634e-03
2.5600000000000000e+02,2.6588601940022948e-02,1.1786057585067086e-80,1.0754042759221467e-02
2.5700000000000000e+02,3.1816577092602681e-02,3.2558262493572617e-80,1.1828237789575220e-02
2.5800000000000000e+02,3.7318070660316872e-02,4.0663525725529032e-80,1.1224544058563896e-02
2.5900000000000000e+02,4.2873873750822071e-02,1.1751359087505648e-79,1.2081576974234490e-02
2.6000000000000000e+02,4.8208077816420447e-02,6.8731323130863811e-79,1.2633793306296397e-02
2.6100000000000000e+02,5.3000483892824794e-02,1.7812439221506799e-78,1.1719350648043043e-02
2.6200000000000000e+02,5.6907553709042630e-02,2.1213462078155765e-78,1.2989072880613474e-02
2.6300000000000000e+02,5.9591405331266792e-02,6.5105822233390151e-78,1.3543558035158686e-02
2.6400000000000000e+02,6.0754969845530485e-02,3.6548271901477148e-77,1.2241584042158520e-02
2.6500000000000000e+02,6.0179956723969294e-02,9.0132397691769582e-77,1.3177241453848966e-02
2.6600000000000000e+02,5.7762973970989347e-02,1.0497706209349471e-76,1.3283578483370735e-02
2.6700000000000000e+02,5.3544306712274094e-02,3.3195006674042962e-76,1.1652629483104344e-02
2.6800000000000000e+02,4.7723757949685072e-02,1.7781454419817135e-75,1.2746822155714389e-02
2.6900000000000000e+02,4.0658808919812134e-02,4.2224766576485561e-75,1.3239094550570204e-02
2.7000000000000000e+02,3.2842236641845518e-02,4.9059884141059839e-75,1.1934434240126879e-02
2.7100000000000000e+02,2.4859114001107806e-02,1.5558572612844561e-74,1.3011061072343460e-02
2.7200000000000000e+02,1.7326479083702370e-02,7.9246578573982496e-74,1.3011141647658151e-02
2.7300000000000000e+02,1.0822366334747424e-02,1.8296672325082490e-73,1.1482888195854532e-02
2.7400000000000000e+02,5.8136887523854734e-03,2.1531029299704271e-73,1.2429540806197421e-02
2.7500000000000000e+02,2.5939861485591116e-03,6.6944243513062975e-73,1.2048909256784741e-02
2.7600000000000000e+02,1.2417854829777143e-03,3.2331604350536445e-72,1.0611543663171739e-02
2.7700000000000000e+02,1.6080140488849912e-03,7.3190844318095434e-72,1.1901558267852670e-02
2.7800000000000000e+02,3.3367147362386830e-03,8.8255960838296747e-72,1.2151286714679034e-02
2.7900000000000000e+02,5.9178130278037065e-03,2.6384334076739387e-71,1.1512602431020045e-02
2.8000000000000000e+02,8.7648264789091206e-03,1.2051613142531086e-70,1.2793803090347045e-02
2.8100000000000000e+02,1.1305351014938765e-02,2.6970740205964014e-70,1.3127474733154660e-02
2.8200000000000000e+02,1.3069044258678060e-02,3.3634103347424827e-70,1.2606858716444942e-02
2.8300000000000000e+02,1.3757504711112747e-02,9.4974515762175153e-70,1.2916204293015508e-02
2.8400000000000000e+02,1.3283240966408353e-02,4.0926580587367294e-69,1.2403311234392280e-02
2.8500000000000000e+02,1.1770493410800409e-02,9.1387483933211913e-69,1.1276960643327991e-02
2.8600000000000000e+02,9.5180053886325996e-03,1.1876862989229030e-68,1.0767097919129496e-02
2.8700000000000000e+02,6.9314433261293022e-03,3.1126719159680666e-68,1.0170196070172751e-02
